Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,
awslabs/amazon-accessible-rl-sdk,https://github.com/awslabs/amazon-accessible-rl-sdk,FALSE,8/18/2022 3:39,"['exploratory-data-analysis', 'optimization', 'reinforcement-learning', 'simulation', 'trajectory-transformer']",20,4,3,5,6,Python,582,0,0,1,5,97,0,0,30,
udacity/udacity-nd009t-C2-Developing-ML-Workflow,https://github.com/udacity/udacity-nd009t-C2-Developing-ML-Workflow,FALSE,8/23/2021 16:05,[],15,5,127,0,3,Jupyter Notebook,48867,2,1,3,0,43,0,0,0,
aws-samples/amazon-sagemaker-deploy-nlp-huggingface,https://github.com/aws-samples/amazon-sagemaker-deploy-nlp-huggingface,FALSE,4/8/2021 22:53,[],11,4,6,0,1,Jupyter Notebook,50,0,0,1,0,8,0,0,0,
BloomTech-Labs/Music-Meteorologist-ds,https://github.com/BloomTech-Labs/Music-Meteorologist-ds,FALSE,1/22/2020 23:19,['labs20'],5,3,0,0,8,TSQL,639270,34,34,35,0,331,0,0,2,
wa3dbk/ScribeSalad,https://github.com/wa3dbk/ScribeSalad,FALSE,12/1/2018 0:10,"['youtube-video', 'youtube-videos-transcripts', 'joe-rogan-experience', 'jordan-b-peterson', 'artificial-intelligence', 'history', 'social-issues', 'politics', 'yalecourses', 'science', 'video', 'multilingual', 'transcripts']",43,8,24,0,1,,10967497,2,2,2,0,2242,0,0,0,
LeapMind/bluegrass,https://github.com/LeapMind/bluegrass,FALSE,6/29/2020 1:47,[],7,23,2,0,3,Python,52,2,1,2,0,11,0,0,0,
wellcometrust/grants_tagger,https://github.com/wellcometrust/grants_tagger,FALSE,6/30/2020 7:13,"['mesh', 'machine-learning', 'natural-language-processing', 'transformers', 'hacktoberfest', 'ds-team', 'datascience']",8,9,1,2,6,Python,1910,27,3,23,8,834,0,0,0,
vincentclaes/datajob,https://github.com/vincentclaes/datajob,FALSE,10/22/2020 19:07,"['aws-cdk', 'data-pipeline', 'stepfunctions', 'glue', 'glue-job', 'sagemaker', 'aws', 'pipeline', 'serverless', 'machine-learning']",96,4,15,11,4,Python,3209,18,1,4,11,399,0,0,6,
goldmermaid/TMLS2020,https://github.com/goldmermaid/TMLS2020,FALSE,11/6/2020 3:17,[],6,1,5,0,1,Jupyter Notebook,37901,3,2,1,0,24,0,0,0,
aws-samples/sm-model-serving-patterns,https://github.com/aws-samples/sm-model-serving-patterns,FALSE,12/24/2021 0:13,[],10,8,2,0,2,Jupyter Notebook,8295,1,1,2,0,21,0,0,0,
jmg764/Attention-Based-Deep-Multiple-Instance-Learning,https://github.com/jmg764/Attention-Based-Deep-Multiple-Instance-Learning,FALSE,4/28/2021 2:30,[],14,2,2,0,1,Jupyter Notebook,2820,0,0,1,0,74,0,0,0,
xerocopy/Multi_Cloud_Certifications,https://github.com/xerocopy/Multi_Cloud_Certifications,FALSE,5/11/2022 5:33,[],6,1,1,0,1,Jupyter Notebook,509228,0,0,1,0,23,0,0,0,
PacktPublishing/Amazon-SageMaker-Best-Practices,https://github.com/PacktPublishing/Amazon-SageMaker-Best-Practices,FALSE,3/22/2021 4:53,[],15,4,7,0,4,Jupyter Notebook,3017,0,0,1,0,8,0,0,0,
aws-samples/amazon-sagemaker-gluonts-entrypoint,https://github.com/aws-samples/amazon-sagemaker-gluonts-entrypoint,FALSE,10/1/2020 4:28,"['aws-sagemaker', 'gluonts']",5,3,7,0,4,Jupyter Notebook,1983,0,0,3,0,122,0,0,0,
PacktPublishing/AWS-Certified-Machine-Learning-Specialty-MLS-C01-Certification-Guide,https://github.com/PacktPublishing/AWS-Certified-Machine-Learning-Specialty-MLS-C01-Certification-Guide,FALSE,9/2/2020 11:50,[],42,6,40,0,4,Jupyter Notebook,12618,0,0,1,0,34,1,0,0,
shankarpm/faiss_knn,https://github.com/shankarpm/faiss_knn,FALSE,2/5/2019 20:26,[],8,0,3,0,1,Jupyter Notebook,35,1,0,1,0,22,0,0,0,
shashankprasanna/kubeflow-pipelines-sagemaker-examples,https://github.com/shashankprasanna/kubeflow-pipelines-sagemaker-examples,FALSE,5/2/2020 7:19,[],19,2,18,0,1,Jupyter Notebook,974,1,0,1,0,17,0,0,0,
aws-samples/amazon-sagemaker-visual-transformer,https://github.com/aws-samples/amazon-sagemaker-visual-transformer,FALSE,12/27/2020 4:33,"['amazon-sagemaker', 'amazon-sagemaker-studio', 'amazon-sagemaker-notebook', 'image-classification', 'pytorch', 'python', 'distributed-training', 'vision-transformer', 'visual-transformer']",16,23,8,0,2,Jupyter Notebook,662,0,0,1,0,12,0,0,0,
violet-zct/swarm-distillation-zero-shot,https://github.com/violet-zct/swarm-distillation-zero-shot,FALSE,10/24/2021 4:38,[],11,2,1,0,421,Python,81741,0,0,288,80,8702,0,0,0,
mattkward/MATLAB-on-AWS-SageMaker,https://github.com/mattkward/MATLAB-on-AWS-SageMaker,FALSE,7/27/2019 17:48,[],11,2,2,0,1,MATLAB,355,0,0,2,0,66,0,0,0,
aws-samples/amazon-sagemaker-cdk-examples,https://github.com/aws-samples/amazon-sagemaker-cdk-examples,FALSE,8/1/2019 23:06,[],46,5,37,0,2,Python,11159,3,3,3,0,30,0,0,0,
neo4j-examples/link-prediction,https://github.com/neo4j-examples/link-prediction,FALSE,8/18/2020 12:37,[],9,8,8,0,1,Jupyter Notebook,15666,1,0,1,0,50,0,0,0,
aws-deepracer-community/deepracer-core,https://github.com/aws-deepracer-community/deepracer-core,FALSE,4/7/2019 0:07,[],233,16,103,2,10,Python,138482,1,1,2,2,357,1,0,0,
aws-samples/amazon-sagemaker-tensorflow-serving-grpc,https://github.com/aws-samples/amazon-sagemaker-tensorflow-serving-grpc,FALSE,5/11/2021 13:38,[],7,2,2,0,3,Jupyter Notebook,2769,0,0,1,0,17,0,0,0,
aws/sagemaker-xgboost-container,https://github.com/aws/sagemaker-xgboost-container,FALSE,5/20/2019 22:30,"['aws', 'inference', 'machine-learning', 'python', 'sagemaker', 'training', 'xgboost', 'distributed-training', 'gbm']",91,21,56,5,27,Python,762,39,12,20,5,145,0,0,0,
DataChefHQ/BlogProjects,https://github.com/DataChefHQ/BlogProjects,FALSE,11/1/2020 11:12,[],7,8,2,0,4,Jupyter Notebook,861,1,1,2,0,19,0,0,0,
ChandraLingam/AmazonSageMakerCourse,https://github.com/ChandraLingam/AmazonSageMakerCourse,FALSE,4/2/2019 16:31,"['machine-learning', 'aws', 'deep-learning']",178,16,338,0,1,Jupyter Notebook,37990,7,2,2,0,125,0,0,0,
aws-samples/amazon-sagemaker-pytorch-detectron2,https://github.com/aws-samples/amazon-sagemaker-pytorch-detectron2,FALSE,3/19/2021 9:02,"['computer-vision', 'detectron2', 'sagemaker', 'object-detection', 'sku110k', 'deep-learning', 'machine-learning', 'pytorch']",24,10,13,0,2,Python,55,1,1,1,0,8,0,0,0,
mehmetafsar510/aws_devops,https://github.com/mehmetafsar510/aws_devops,FALSE,8/31/2020 20:14,[],5,2,0,0,1,CSS,215091,0,0,2,0,344,1,0,0,
RubensZimbres/Repo-2018,https://github.com/RubensZimbres/Repo-2018,FALSE,12/18/2017 10:57,"['ec2-instance', 'generative-adversarial-networks', 'keras', 'tensorflow', 'opencv', 'opencv3', 'opencv-library', 'haarcascade', 'computer-vision', 'yolo-model', 'cyclegan', 'raspberry-pi-3', 'coco', 'aws-iot', 'sagemaker', 'raspberry-pi', 'iot', 'ubuntucore', 'aws-sagemaker', 'aws-ec2']",166,19,79,0,1,Jupyter Notebook,121754,0,0,1,0,1282,0,0,0,
salesforce/CodeRL,https://github.com/salesforce/CodeRL,FALSE,6/30/2022 2:54,"['ai', 'codegeneration', 'languagemodel', 'machinelearning', 'programsynthesis', 'reinforcementlearning']",180,13,21,0,3,Python,24930,11,9,10,0,32,0,0,0,
kHarshit/udacity-nanodegree-projects,https://github.com/kHarshit/udacity-nanodegree-projects,FALSE,12/22/2018 9:24,"['transfer-learning', 'pytorch', 'udacity-deep-learning', 'sagemaker', 'dog-breed-classifier', 'flower-image-classification', 'face-generation', 'data-analyst-nanodegree', 'deep-reinforcement-learning', 'weather-trends', 'investigate-a-dataset', 'ab-testing-analysis', 'style-transfer', 'wrangle-report', 'data-wrangling', 'deep-learning-nanodegree', 'dand', 'pytorch-scholarship-challenge', 'drlnd', 'dlnd']",21,2,15,0,1,Jupyter Notebook,48529,2,2,3,0,45,0,0,0,
shashankprasanna/distributed-tensorflow-horovod-sagemaker,https://github.com/shashankprasanna/distributed-tensorflow-horovod-sagemaker,FALSE,3/12/2020 23:13,[],8,2,1,0,1,Python,15,0,0,1,0,5,0,0,0,
awslabs/kubeflow-manifests,https://github.com/awslabs/kubeflow-manifests,FALSE,9/24/2021 23:35,"['kubeflow', 'eks', 'kubernetes', 'aws', 'data-science', 'mlops']",79,8,52,7,19,YAML,53851,61,11,14,7,235,11,0,579,
aws-samples/aws-deeplens-recipes,https://github.com/aws-samples/aws-deeplens-recipes,FALSE,3/4/2020 19:27,[],6,3,6,0,4,Jupyter Notebook,28306,2,1,1,0,20,0,0,0,
ScalarPy/AWS-Sagemaker-Deploy,https://github.com/ScalarPy/AWS-Sagemaker-Deploy,FALSE,2/25/2020 14:45,[],10,2,24,0,2,Jupyter Notebook,9,0,0,1,0,6,0,0,0,
dhawalkp/MLR402-reMARS-workshop,https://github.com/dhawalkp/MLR402-reMARS-workshop,FALSE,6/19/2022 7:48,[],7,2,6,0,3,Python,2011,0,0,1,0,39,0,0,0,
awslabs/service-workbench-on-aws,https://github.com/awslabs/service-workbench-on-aws,FALSE,3/9/2020 20:30,[],150,26,103,45,36,JavaScript,226762,57,3,27,50,713,1,0,334,
aws-samples/sagemaker-ground-truth-label-training-data,https://github.com/aws-samples/sagemaker-ground-truth-label-training-data,FALSE,11/1/2021 22:27,[],7,3,2,0,4,Jupyter Notebook,13750,0,0,1,0,58,0,0,0,
AWS-Big-Data-Projects/aws-forest-fire-predictive-analytics,https://github.com/AWS-Big-Data-Projects/aws-forest-fire-predictive-analytics,FALSE,9/20/2020 5:52,"['aws', 'aws-s3', 'aws-sagemaker']",14,1,3,0,1,Python,11401,0,0,1,0,19,0,0,0,
aws/sagemaker-mxnet-inference-toolkit,https://github.com/aws/sagemaker-mxnet-inference-toolkit,FALSE,5/6/2019 20:47,[],26,32,29,43,20,Python,2422,6,4,9,43,190,0,0,0,
AtsunoriFujita/sagemaker_nlp_examples,https://github.com/AtsunoriFujita/sagemaker_nlp_examples,FALSE,6/16/2021 11:10,"['nlp-machine-learning', 'aws', 'sagemaker', 'machine-learning']",11,1,1,0,1,Jupyter Notebook,3173,0,0,1,0,66,0,0,0,
aws-samples/sagemaker-benchmarking-accelerators-pretrained-pytorch-resnet50,https://github.com/aws-samples/sagemaker-benchmarking-accelerators-pretrained-pytorch-resnet50,FALSE,7/7/2021 7:33,[],10,11,5,0,2,Jupyter Notebook,1027,0,0,1,0,9,0,0,0,
aws-samples/farm-monitoring-using-aws,https://github.com/aws-samples/farm-monitoring-using-aws,FALSE,10/15/2019 20:13,[],7,7,3,0,3,Jupyter Notebook,177,0,0,1,0,30,0,0,0,
chris-chris/sagemaker-mlops,https://github.com/chris-chris/sagemaker-mlops,FALSE,5/3/2020 18:33,[],6,1,0,0,1,Jupyter Notebook,6166,0,0,1,0,14,0,0,0,
aws-samples/easy-amazon-sagemaker-deployments,https://github.com/aws-samples/easy-amazon-sagemaker-deployments,FALSE,5/4/2020 14:09,[],34,22,9,0,2,Jupyter Notebook,11427,3,0,1,0,29,0,0,0,
aws-samples/amazon-sagemaker-script-mode,https://github.com/aws-samples/amazon-sagemaker-script-mode,FALSE,2/4/2019 18:45,[],153,25,95,0,8,Jupyter Notebook,739,0,0,1,0,211,2,0,0,
lpatruno/sagemaker-workshop-420,https://github.com/lpatruno/sagemaker-workshop-420,FALSE,4/3/2020 10:35,[],15,2,5,0,1,Jupyter Notebook,2526,0,0,1,0,58,0,0,0,
aws-samples/scheduling-sagemaker-processing-with-sagemaker-pipelines,https://github.com/aws-samples/scheduling-sagemaker-processing-with-sagemaker-pipelines,FALSE,7/8/2021 7:01,[],9,11,3,0,1,Jupyter Notebook,287,0,0,1,0,2,0,0,0,
awslabs/sagemaker-corporate-credit-rating,https://github.com/awslabs/sagemaker-corporate-credit-rating,FALSE,11/12/2021 0:49,"['aws-sagemaker', 'autogluon', 'multiclass-classification']",6,2,4,0,1,Jupyter Notebook,321,2,2,3,0,6,0,0,0,
kubeflow/kfp-tekton-backend,https://github.com/kubeflow/kfp-tekton-backend,FALSE,5/19/2020 2:33,"['kubeflow-pipelines', 'kfp-tekton', 'tekton', 'tekton-backend']",8,4,7,0,4,TypeScript,5139,32,27,29,0,14,0,0,0,
yoheigon/sagemaker-unity-mlagents,https://github.com/yoheigon/sagemaker-unity-mlagents,FALSE,8/2/2019 2:22,[],5,1,2,0,2,ASP,29305,1,0,2,0,11,0,0,0,
SaturdaysAI/Projects,https://github.com/SaturdaysAI/Projects,FALSE,5/25/2019 6:41,[],27,6,31,0,14,Jupyter Notebook,1767057,38,38,40,0,483,0,0,0,
aws-samples/SageMaker_seq2seq_WordPronunciation,https://github.com/aws-samples/SageMaker_seq2seq_WordPronunciation,FALSE,3/13/2018 22:39,[],8,3,3,0,2,Jupyter Notebook,37,0,0,1,0,12,0,0,0,
aws-samples/amazon-sagemaker-ludwig-transformer,https://github.com/aws-samples/amazon-sagemaker-ludwig-transformer,FALSE,11/17/2020 10:12,"['sagemaker', 'ludwig']",10,5,2,0,2,Jupyter Notebook,104,0,0,1,0,5,0,0,0,
johanneslanger/recommendations-on-aws-workshop,https://github.com/johanneslanger/recommendations-on-aws-workshop,FALSE,10/27/2019 12:20,[],6,3,2,0,1,Jupyter Notebook,8902,0,0,1,0,27,0,0,0,
aws/sagemaker-scikit-learn-extension,https://github.com/aws/sagemaker-scikit-learn-extension,FALSE,7/15/2019 18:30,[],35,23,30,11,8,Python,2268,8,2,3,12,59,0,0,0,
abaranovskis-redsamurai/automation-repo,https://github.com/abaranovskis-redsamurai/automation-repo,FALSE,11/7/2018 9:33,[],130,7,108,0,2,Jupyter Notebook,103293,25,23,24,0,61,0,0,0,
cuiIRISA/tensorflow-sagemaker-on-pycharm,https://github.com/cuiIRISA/tensorflow-sagemaker-on-pycharm,FALSE,2/16/2021 20:21,[],6,1,2,0,1,Python,2065,0,0,1,0,8,0,0,0,
aws-samples/amazon-neptune-ml-use-cases,https://github.com/aws-samples/amazon-neptune-ml-use-cases,FALSE,11/7/2021 9:06,"['graphs', 'machine-learning', 'gnn', 'gcn', 'amazon-neptune', 'fraud-detection', 'graph-neural-networks']",8,5,2,0,3,Jupyter Notebook,1740,0,0,1,0,12,0,0,0,
MrRobot2211/pytorch-deep-photo-enhancer,https://github.com/MrRobot2211/pytorch-deep-photo-enhancer,FALSE,4/20/2020 15:26,"['deep-photo-enhancer', 'pytorch', 'gans']",23,3,6,0,2,Python,630873,7,2,5,0,28,0,0,0,
bhavesh0124/Deep-Learning-Container-Deployment-on-Amazon-Sagemaker---Titanic-Dataset,https://github.com/bhavesh0124/Deep-Learning-Container-Deployment-on-Amazon-Sagemaker---Titanic-Dataset,FALSE,1/5/2021 18:28,[],11,1,12,0,1,Jupyter Notebook,55,1,0,1,0,3,0,0,0,
aws-samples/amazon-sagemaker-activity-detection,https://github.com/aws-samples/amazon-sagemaker-activity-detection,FALSE,8/3/2020 17:34,[],12,3,4,0,4,Python,13145,1,0,1,0,47,0,0,0,
oreilly-japan/data-science-on-aws-jp,https://github.com/oreilly-japan/data-science-on-aws-jp,FALSE,10/12/2021 9:24,[],73,3,10,0,3,Jupyter Notebook,122442,0,0,1,0,41,0,0,0,
d2l-ai/d2l-vi,https://github.com/d2l-ai/d2l-vi,FALSE,11/19/2019 8:45,"['deep-learning', 'machine-learning', 'computer-vision', 'tensorflow', 'pytorch', 'python', 'kaggle', 'keras', 'mxnet', 'd2l', 'mlbvn', 'vietnamese-language']",491,45,225,1,52,Python,133681,0,0,4,1,1772,1,0,2,
